mHistId,dHistId,cAbbreviation,mId,mLongName,mShortName,mEntryMode,mStatus,mAdmissionNumber,mAdmissionMode,mAdmissionDate,mAbolitionNumber,mAbolitionMode,mAbolitionDate,mDateOfChange
10842,10169,GR,3984,Schlans,Schlans,Municipality,1,1000,First-time registration,1960-01-01,2152,Reassignment to other d/c,2000-12-31,2000-12-31
10843,10143,BL,2827,Hersberg,Hersberg,Municipality,1,1000,First-time registration,1960-01-01,1580,Formal renumbering,1993-12-31,1993-12-31
10844,10108,ZG,1709,Unterägeri,Unterägeri,Municipality,1,1000,First-time registration,1960-01-01,NA,NA,NA,1960-01-01
10845,10082,ZH,42,Unterstammheim,Unterstammheim,Municipality,1,1000,First-time registration,1960-01-01,3624,Abolition,2018-12-31,2018-12-31
10846,10030,VS,6114,Turtmann,Turtmann,Municipality,1,1000,First-time registration,1960-01-01,3398,Abolition,2012-12-31,2012-12-31
10847,10064,LU,1067,Udligenswil,Udligenswil,Municipality,1,1000,First-time registration,1960-01-01,3316,Reassignment to other d/c,2012-12-31,2012-12-31
10848,10102,FR,2308,Ueberstorf,Ueberstorf,Municipality,1,1000,First-time registration,1960-01-01,NA,NA,NA,1960-01-01
10849,10021,AG,4179,Ueken,Ueken,Municipality,1,1000,First-time registration,1960-01-01,NA,NA,NA,1960-01-01
10850,10017,AG,4286,Uerkheim,Uerkheim,Municipality,1,1000,First-time registration,1960-01-01,NA,NA,NA,1960-01-01
10851,10009,TG,4823,Uerschhausen,Uerschhausen,Municipality,1,1000,First-time registration,1960-01-01,1897,Abolition,1996-12-31,1996-12-31
10852,10012,TG,4617,Uesslingen,Uesslingen,Municipality,1,1000,First-time registration,1960-01-01,1862,Abolition,1994-12-31,1994-12-31
10853,10024,AG,4078,Uezwil,Uezwil,Municipality,1,1000,First-time registration,1960-01-01,NA,NA,NA,1960-01-01
10854,10062,LU,1144,Uffikon,Uffikon,Municipality,1,1000,First-time registration,1960-01-01,2320,Abolition,2005-12-31,2005-12-31
10855,10062,LU,1145,Ufhusen,Ufhusen,Municipality,1,1000,First-time registration,1960-01-01,3367,Reassignment to other d/c,2012-12-31,2012-12-31
10856,10103,FR,2278,Ulmiz,Ulmiz,Municipality,1,1000,First-time registration,1960-01-01,NA,NA,NA,1960-01-01
10857,10074,ZH,228,Turbenthal,Turbenthal,Municipality,1,1000,First-time registration,1960-01-01,NA,NA,NA,1960-01-01
10858,10023,AG,4118,Umiken,Umiken,Municipality,1,1000,First-time registration,1960-01-01,3169,Abolition,2009-12-31,2009-12-31
10859,10096,SZ,1347,Tuggen,Tuggen,Municipality,1,1000,First-time registration,1960-01-01,NA,NA,NA,1960-01-01
10860,10125,VS,6201,Unterbäch,Unterbäch,Municipality,1,1000,First-time registration,1960-01-01,NA,NA,NA,1960-01-01
10861,10023,AG,4119,Unterbözberg,Unterbözberg,Municipality,1,1000,First-time registration,1960-01-01,3394,Abolition,2012-12-31,2012-12-31
10862,10025,AG,4043,Unterehrendingen,Unterehrendingen,Municipality,1,1000,First-time registration,1960-01-01,2333,Abolition,2005-12-31,2005-12-31
10863,10016,AG,4321,Unterendingen,Unterendingen,Municipality,1,1000,First-time registration,1960-01-01,3424,Abolition,2013-12-31,2013-12-31
10864,10003,TI,5232,Vezio,Vezio,Municipality,1,1000,First-time registration,1960-01-01,2319,Abolition,2005-03-12,2005-03-12
10865,10068,SZ,1375,Unteriberg,Unteriberg,Municipality,1,1000,First-time registration,1960-01-01,NA,NA,NA,1960-01-01
10866,10022,AG,4146,Unterkulm,Unterkulm,Municipality,1,1000,First-time registration,1960-01-01,NA,NA,NA,1960-01-01
10867,10024,AG,4079,Unterlunkhofen,Unterlunkhofen,Municipality,1,1000,First-time registration,1960-01-01,NA,NA,NA,1960-01-01
10868,10100,SO,2463,Unterramsern,Unterramsern,Municipality,1,1000,First-time registration,1960-01-01,NA,NA,NA,1960-01-01
10869,10061,UR,1219,Unterschächen,Unterschächen,Municipality,1,1000,First-time registration,1960-01-01,NA,NA,NA,1960-01-01
10870,10027,TG,4534,Unterschlatt,Unterschlatt,Municipality,1,1000,First-time registration,1960-01-01,1919,Abolition,1998-12-31,1998-12-31
10871,10025,AG,4044,Untersiggenthal,Untersiggenthal,Municipality,1,1000,First-time registration,1960-01-01,NA,NA,NA,1960-01-01
10872,10032,VS,6071,Ulrichen,Ulrichen,Municipality,1,1000,First-time registration,1960-01-01,2756,Abolition,2008-12-31,2008-12-31
10873,10041,VD,5828,Treytorrens (Payerne),Treytorrens (Payerne),Municipality,1,1000,First-time registration,1960-01-01,2647,Reassignment to other d/c,2006-08-31,2006-08-31
10874,10189,GR,3541,Tinizong,Tinizong,Municipality,1,1000,First-time registration,1960-01-01,1917,Abolition,1998-06-30,1998-06-30
10875,10010,TG,4773,Tobel,Tobel,Municipality,1,1000,First-time registration,1960-01-01,1924,Abolition,1998-12-31,1998-12-31
10876,10046,VD,5649,Tolochenaz,Tolochenaz,Municipality,1,1000,First-time registration,1960-01-01,2514,Reassignment to other d/c,2006-08-31,2006-08-31
10877,10180,VS,6296,Törbel,Törbel,Municipality,1,1000,First-time registration,1960-01-01,NA,NA,NA,1960-01-01
10878,10106,FR,2101,Torny-le-Grand,Torny-le-Grand,Municipality,1,1000,First-time registration,1960-01-01,2278,Abolition,2003-12-31,2003-12-31
10879,10006,TI,5047,Torre,Torre,Municipality,1,1000,First-time registration,1960-01-01,2717,Abolition,2006-10-21,2006-10-21
10880,10003,TI,5227,Torricella-Taverne,Torricella-Taverne,Municipality,1,1000,First-time registration,1960-01-01,NA,NA,NA,1960-01-01
10881,10067,BE,446,Tramelan,Tramelan,Municipality,1,1000,First-time registration,1960-01-01,2792,Reassignment to other d/c,2009-12-31,2009-12-31
10882,10086,SH,2973,Trasadingen,Trasadingen,Municipality,1,1000,First-time registration,1960-01-01,NA,NA,NA,1960-01-01
10883,10186,NE,6510,Travers,Travers,Municipality,1,1000,First-time registration,1960-01-01,2762,Abolition,2008-12-31,2008-12-31
10884,10044,VD,5730,Trélex,Trélex,Municipality,1,1000,First-time registration,1960-01-01,2582,Reassignment to other d/c,2006-08-31,2006-08-31
10885,10002,TI,5267,Tremona,Tremona,Municipality,1,1000,First-time registration,1960-01-01,2770,Abolition,2009-04-04,2009-04-04
10886,10025,AG,4042,Turgi,Turgi,Municipality,1,1000,First-time registration,1960-01-01,NA,NA,NA,1960-01-01
10887,10036,VD,5931,Treycovagnes,Treycovagnes,Municipality,1,1000,First-time registration,1960-01-01,2708,Reassignment to other d/c,2006-08-31,2006-08-31
10888,10026,AG,4013,Unterentfelden,Unterentfelden,Municipality,1,1000,First-time registration,1960-01-01,NA,NA,NA,1960-01-01
10889,10104,FR,2226,Treyvaux,Treyvaux,Municipality,1,1000,First-time registration,1960-01-01,NA,NA,NA,1960-01-01
10890,10063,LU,1104,Triengen,Triengen,Municipality,1,1000,First-time registration,1960-01-01,2306,Change of area,2004-12-31,2004-12-31
10891,10029,VS,6142,Trient,Trient,Municipality,1,1000,First-time registration,1960-01-01,NA,NA,NA,1960-01-01
10894,10084,SO,2500,Trimbach,Trimbach,Municipality,1,1000,First-time registration,1960-01-01,NA,NA,NA,1960-01-01
10895,10098,AR,3025,Trogen,Trogen,Municipality,1,1000,First-time registration,1960-01-01,NA,NA,NA,1960-01-01
10896,10187,GE,6641,Troinex,Troinex,Municipality,1,1000,First-time registration,1960-01-01,NA,NA,NA,1960-01-01
10897,10013,VS,6156,Troistorrents,Troistorrents,Municipality,1,1000,First-time registration,1960-01-01,NA,NA,NA,1960-01-01
10898,10082,ZH,40,Trüllikon,Trüllikon,Municipality,1,1000,First-time registration,1960-01-01,NA,NA,NA,1960-01-01
10899,10082,ZH,41,Truttikon,Truttikon,Municipality,1,1000,First-time registration,1960-01-01,NA,NA,NA,1960-01-01
10900,10100,SO,2462,Tscheppach,Tscheppach,Municipality,1,1000,First-time registration,1960-01-01,3420,Abolition,2013-12-31,2013-12-31
10901,10041,VD,5827,Trey,Trey,Municipality,1,1000,First-time registration,1960-01-01,2646,Reassignment to other d/c,2006-08-31,2006-08-31
10902,10187,GE,6645,Veyrier,Veyrier,Municipality,1,1000,First-time registration,1960-01-01,NA,NA,NA,1960-01-01
10903,10037,VD,5891,Veytaux,Veytaux,Municipality,1,1000,First-time registration,1960-01-01,2678,Reassignment to other d/c,2006-08-31,2006-08-31
10904,10067,BE,447,Vauffelin,Vauffelin,Municipality,1,1000,First-time registration,1960-01-01,2793,Reassignment to other d/c,2009-12-31,2009-12-31
10905,10049,VD,5569,Vaugondry,Vaugondry,Municipality,1,1000,First-time registration,1960-01-01,2461,Reassignment to other d/c,2006-08-31,2006-08-31
10906,10105,FR,2155,Vaulruz,Vaulruz,Municipality,1,1000,First-time registration,1960-01-01,NA,NA,NA,1960-01-01
10907,10179,VS,6267,Veysonnaz,Veysonnaz,Municipality,1,1000,First-time registration,1960-01-01,NA,NA,NA,1960-01-01
10908,10030,VS,6115,Unterems,Unterems,Municipality,1,1000,First-time registration,1960-01-01,3398,Abolition,2012-12-31,2012-12-31
10909,10046,VD,5650,Vaux-sur-Morges,Vaux-sur-Morges,Municipality,1,1000,First-time registration,1960-01-01,2515,Reassignment to other d/c,2006-08-31,2006-08-31
10910,10071,BE,359,Vechigen,Vechigen,Municipality,1,1000,First-time registration,1960-01-01,2990,Reassignment to other d/c,2009-12-31,2009-12-31
10911,10023,AG,4120,Veltheim (AG),Veltheim (AG),Municipality,1,1000,First-time registration,1960-01-01,NA,NA,NA,1960-01-01
10912,10178,VS,6249,Venthône,Venthône,Municipality,1,1000,First-time registration,1960-01-01,3946,Abolition,2020-12-31,2020-12-31
10913,10106,FR,2103,Vauderens,Vauderens,Municipality,1,1000,First-time registration,1960-01-01,1939,Abolition,2000-12-31,2000-12-31
10914,10031,VS,6088,Vernamiège,Vernamiège,Municipality,1,1000,First-time registration,1960-01-01,3266,Abolition,2010-12-31,2010-12-31
10915,10043,VD,5765,Vaulion,Vaulion,Municipality,1,1000,First-time registration,1960-01-01,2608,Reassignment to other d/c,2006-08-31,2006-08-31
10916,10003,TI,5230,Vernate,Vernate,Municipality,1,1000,First-time registration,1960-01-01,NA,NA,NA,1960-01-01
10917,10177,VS,6219,Vernayaz,Vernayaz,Municipality,1,1000,First-time registration,1960-01-01,NA,NA,NA,1960-01-01
10918,10187,GE,6643,Vernier,Vernier,Municipality,1,1000,First-time registration,1960-01-01,NA,NA,NA,1960-01-01
10919,10177,VS,6220,Vérossaz,Vérossaz,Municipality,1,1000,First-time registration,1960-01-01,NA,NA,NA,1960-01-01
10920,10004,TI,5133,Verscio,Verscio,Municipality,1,1000,First-time registration,1960-01-01,3406,Abolition,2013-04-13,2013-04-13
10921,10187,GE,6644,Versoix,Versoix,Municipality,1,1000,First-time registration,1960-01-01,NA,NA,NA,1960-01-01
10922,10107,FR,2046,Vesin,Vesin,Municipality,1,1000,First-time registration,1960-01-01,2309,Abolition,2004-12-31,2004-12-31
10923,10034,VS,6025,Vétroz,Vétroz,Municipality,1,1000,First-time registration,1960-01-01,NA,NA,NA,1960-01-01
10924,10037,VD,5890,Vevey,Vevey,Municipality,1,1000,First-time registration,1960-01-01,2677,Reassignment to other d/c,2006-08-31,2006-08-31
10925,10031,VS,6089,Vex,Vex,Municipality,1,1000,First-time registration,1960-01-01,NA,NA,NA,1960-01-01
10926,10178,VS,6250,Veyras,Veyras,Municipality,1,1000,First-time registration,1960-01-01,3946,Abolition,2020-12-31,2020-12-31
10927,10004,TI,5132,Vergeletto,Vergeletto,Municipality,1,1000,First-time registration,1960-01-01,3454,Abolition,2016-04-09,2016-04-09
10928,10036,VD,5934,Valeyres-sous-Ursins,Valeyres-sous-Ursins,Municipality,1,1000,First-time registration,1960-01-01,2711,Reassignment to other d/c,2006-08-31,2006-08-31
10929,10001,TG,4451,Uttwil,Uttwil,Municipality,1,1000,First-time registration,1960-01-01,3196,Reassignment to other d/c,2010-12-31,2010-12-31
10930,10002,TI,5268,Vacallo,Vacallo,Municipality,1,1000,First-time registration,1960-01-01,NA,NA,NA,1960-01-01
10932,10003,TI,5228,Vaglio,Vaglio,Municipality,1,1000,First-time registration,1960-01-01,2157,Abolition,2001-10-17,2001-10-17
10933,10013,VS,6157,Val-d'Illiez,Val-d'Illiez,Municipality,1,1000,First-time registration,1960-01-01,NA,NA,NA,1960-01-01
10934,10185,NE,6485,Valangin,Valangin,Municipality,1,1000,First-time registration,1960-01-01,3616,Reassignment to other d/c,2017-12-31,2017-12-31
10935,10106,FR,2102,Ursy,Ursy,Municipality,1,1000,First-time registration,1960-01-01,1939,Change of area,2000-12-31,2000-12-31
10936,10003,TI,5229,Valcolla,Valcolla,Municipality,1,1000,First-time registration,1960-01-01,3407,Abolition,2013-04-13,2013-04-13
10937,10036,VD,5932,Ursins,Ursins,Municipality,1,1000,First-time registration,1960-01-01,2709,Reassignment to other d/c,2006-08-31,2006-08-31
10938,10030,VS,6116,Varen,Varen,Municipality,1,1000,First-time registration,1960-01-01,NA,NA,NA,1960-01-01
10939,10036,VD,5933,Valeyres-sous-Montagny,Valeyres-sous-Montagny,Municipality,1,1000,First-time registration,1960-01-01,2710,Reassignment to other d/c,2006-08-31,2006-08-31
10940,10075,ZH,198,Uster,Uster,Municipality,1,1000,First-time registration,1960-01-01,NA,NA,NA,1960-01-01
10941,10043,VD,5763,Valeyres-sous-Rances,Valeyres-sous-Rances,Municipality,1,1000,First-time registration,1960-01-01,2606,Reassignment to other d/c,2006-08-31,2006-08-31
10942,10187,GE,6642,Vandoeuvres,Vandoeuvres,Municipality,1,1000,First-time registration,1960-01-01,NA,NA,NA,1960-01-01
10943,10003,TI,5231,Vezia,Vezia,Municipality,1,1000,First-time registration,1960-01-01,NA,NA,NA,1960-01-01
10944,10107,FR,2045,Vallon,Vallon,Municipality,1,1000,First-time registration,1960-01-01,NA,NA,NA,1960-01-01
10945,10072,BE,344,Ursenbach,Ursenbach,Municipality,1,1000,First-time registration,1960-01-01,2910,Reassignment to other d/c,2009-12-31,2009-12-31
10946,10054,AR,3006,Urnäsch,Urnäsch,Municipality,1,1000,First-time registration,1960-01-01,NA,NA,NA,1960-01-01
10947,10052,VD,5462,Vallamand,Vallamand,Municipality,1,1000,First-time registration,1960-01-01,2380,Reassignment to other d/c,2006-08-31,2006-08-31
10948,10072,BE,343,Untersteckholz,Untersteckholz,Municipality,1,1000,First-time registration,1960-01-01,2773,Abolition,2009-12-31,2009-12-31
10949,10043,VD,5764,Vallorbe,Vallorbe,Municipality,1,1000,First-time registration,1960-01-01,2607,Reassignment to other d/c,2006-08-31,2006-08-31
10950,10159,BE,520,Montfavergier,Montfavergier,Municipality,1,1000,First-time registration,1960-01-01,1124,Reassignment to other d/c,1978-12-31,1978-12-31
10951,10147,BE,806,Bressaucourt,Bressaucourt,Municipality,1,1000,First-time registration,1960-01-01,1137,Reassignment to other d/c,1978-12-31,1978-12-31
10952,10145,BE,483,Vicques,Vicques,Municipality,1,1000,First-time registration,1960-01-01,1112,Reassignment to other d/c,1978-12-31,1978-12-31
10953,10159,BE,511,Le Bémont (BE),Le Bémont (BE),Municipality,1,1000,First-time registration,1960-01-01,1113,Reassignment to other d/c,1978-12-31,1978-12-31
10954,10159,BE,512,Les Bois,Les Bois,Municipality,1,1000,First-time registration,1960-01-01,1114,Reassignment to other d/c,1978-12-31,1978-12-31
10955,10159,BE,513,Les Breuleux,Les Breuleux,Municipality,1,1000,First-time registration,1960-01-01,1115,Reassignment to other d/c,1978-12-31,1978-12-31
10956,10159,BE,514,La Chaux-des-Breuleux,La Chaux-des-Breuleux,Municipality,1,1000,First-time registration,1960-01-01,1116,Reassignment to other d/c,1978-12-31,1978-12-31
10957,10159,BE,515,Les Enfers,Les Enfers,Municipality,1,1000,First-time registration,1960-01-01,1117,Reassignment to other d/c,1978-12-31,1978-12-31
10958,10159,BE,516,Epauvillers,Epauvillers,Municipality,1,1000,First-time registration,1960-01-01,1118,Reassignment to other d/c,1978-12-31,1978-12-31
10959,10159,BE,517,Epiquerez,Epiquerez,Municipality,1,1000,First-time registration,1960-01-01,1119,Reassignment to other d/c,1978-12-31,1978-12-31
10960,10122,BE,693,Les Genevez (BE),Les Genevez (BE),Municipality,1,1000,First-time registration,1960-01-01,1057,Reassignment to other d/c,1975-12-31,1975-12-31
10961,10159,BE,518,Goumois,Goumois,Municipality,1,1000,First-time registration,1960-01-01,1121,Reassignment to other d/c,1978-12-31,1978-12-31
10962,10145,BE,481,Undervelier,Undervelier,Municipality,1,1000,First-time registration,1960-01-01,1110,Reassignment to other d/c,1978-12-31,1978-12-31
10963,10159,BE,519,Montfaucon,Montfaucon,Municipality,1,1000,First-time registration,1960-01-01,1123,Reassignment to other d/c,1978-12-31,1978-12-31
10964,10145,BE,480,Soyhières,Soyhières,Municipality,1,1000,First-time registration,1960-01-01,1109,Reassignment to other d/c,1978-12-31,1978-12-31
10965,10159,BE,521,Muriaux,Muriaux,Municipality,1,1000,First-time registration,1960-01-01,1125,Reassignment to other d/c,1978-12-31,1978-12-31
10966,10159,BE,522,Le Noirmont,Le Noirmont,Municipality,1,1000,First-time registration,1960-01-01,1126,Reassignment to other d/c,1978-12-31,1978-12-31
10967,10159,BE,523,Le Peuchapatte,Le Peuchapatte,Municipality,1,1000,First-time registration,1960-01-01,1127,Reassignment to other d/c,1978-12-31,1978-12-31
10968,10159,BE,524,Les Pommerats,Les Pommerats,Municipality,1,1000,First-time registration,1960-01-01,1128,Reassignment to other d/c,1978-12-31,1978-12-31
10969,10159,BE,525,Saignelégier,Saignelégier,Municipality,1,1000,First-time registration,1960-01-01,1129,Reassignment to other d/c,1978-12-31,1978-12-31
10970,10159,BE,526,Saint-Brais,Saint-Brais,Municipality,1,1000,First-time registration,1960-01-01,1130,Reassignment to other d/c,1978-12-31,1978-12-31
10971,10159,BE,527,Soubey,Soubey,Municipality,1,1000,First-time registration,1960-01-01,1131,Reassignment to other d/c,1978-12-31,1978-12-31
10972,10147,BE,801,Alle,Alle,Municipality,1,1000,First-time registration,1960-01-01,1132,Reassignment to other d/c,1978-12-31,1978-12-31
10973,10147,BE,802,Asuel,Asuel,Municipality,1,1000,First-time registration,1960-01-01,1133,Reassignment to other d/c,1978-12-31,1978-12-31
10974,10147,BE,803,Beurnevésin,Beurnevésin,Municipality,1,1000,First-time registration,1960-01-01,1134,Reassignment to other d/c,1978-12-31,1978-12-31
10975,10147,BE,804,Boncourt,Boncourt,Municipality,1,1000,First-time registration,1960-01-01,1135,Reassignment to other d/c,1978-12-31,1978-12-31
10976,10136,BE,993,Wangenried,Wangenried,Municipality,1,1000,First-time registration,1960-01-01,1467,Formal renumbering,1978-12-31,1978-12-31
10977,10122,BE,695,Lajoux (BE),Lajoux (BE),Municipality,1,1000,First-time registration,1960-01-01,1056,Reassignment to other d/c,1975-12-31,1975-12-31
10978,10145,BE,467,Delémont,Delémont,Municipality,1,1000,First-time registration,1960-01-01,1096,Reassignment to other d/c,1978-12-31,1978-12-31
10979,10156,BE,781,Gadmen,Gadmen,Municipality,1,1000,First-time registration,1960-01-01,1355,Formal renumbering,1978-12-31,1978-12-31
10980,10136,BE,995,Wiedlisbach,Wiedlisbach,Municipality,1,1000,First-time registration,1960-01-01,1469,Formal renumbering,1978-12-31,1978-12-31
10981,10136,BE,996,Wolfisberg,Wolfisberg,Municipality,1,1000,First-time registration,1960-01-01,1470,Formal renumbering,1978-12-31,1978-12-31
10982,10145,BE,461,Bassecourt,Bassecourt,Municipality,1,1000,First-time registration,1960-01-01,1086,Reassignment to other d/c,1978-12-31,1978-12-31
10983,10145,BE,462,Boécourt,Boécourt,Municipality,1,1000,First-time registration,1960-01-01,1087,Reassignment to other d/c,1978-12-31,1978-12-31
10984,10145,BE,463,Bourrignon,Bourrignon,Municipality,1,1000,First-time registration,1960-01-01,1088,Reassignment to other d/c,1978-12-31,1978-12-31
10985,10122,BE,685,Châtillon (BE),Châtillon (BE),Municipality,1,1000,First-time registration,1960-01-01,1063,Reassignment to other d/c,1975-12-31,1975-12-31
10986,10122,BE,686,Corban,Corban,Municipality,1,1000,First-time registration,1960-01-01,1062,Reassignment to other d/c,1975-12-31,1975-12-31
10987,10122,BE,688,Courchapoix,Courchapoix,Municipality,1,1000,First-time registration,1960-01-01,1061,Reassignment to other d/c,1975-12-31,1975-12-31
10988,10145,BE,464,Courfaivre,Courfaivre,Municipality,1,1000,First-time registration,1960-01-01,1092,Reassignment to other d/c,1978-12-31,1978-12-31
10989,10122,BE,689,Courrendlin,Courrendlin,Municipality,1,1000,First-time registration,1960-01-01,1060,Reassignment to other d/c,1975-12-31,1975-12-31
10990,10145,BE,482,Vermes,Vermes,Municipality,1,1000,First-time registration,1960-01-01,1111,Reassignment to other d/c,1978-12-31,1978-12-31
10991,10145,BE,466,Courtételle,Courtételle,Municipality,1,1000,First-time registration,1960-01-01,1095,Reassignment to other d/c,1978-12-31,1978-12-31
10992,10147,BE,807,Buix,Buix,Municipality,1,1000,First-time registration,1960-01-01,1138,Reassignment to other d/c,1978-12-31,1978-12-31
10993,10145,BE,468,Develier,Develier,Municipality,1,1000,First-time registration,1960-01-01,1097,Reassignment to other d/c,1978-12-31,1978-12-31
10994,10145,BE,469,Ederswiler,Ederswiler,Municipality,1,1000,First-time registration,1960-01-01,1098,Reassignment to other d/c,1978-12-31,1978-12-31
10995,10145,BE,470,Glovelier,Glovelier,Municipality,1,1000,First-time registration,1960-01-01,1099,Reassignment to other d/c,1978-12-31,1978-12-31
10996,10122,BE,698,Mervelier,Mervelier,Municipality,1,1000,First-time registration,1960-01-01,1059,Reassignment to other d/c,1975-12-31,1975-12-31
10997,10145,BE,471,Mettemberg,Mettemberg,Municipality,1,1000,First-time registration,1960-01-01,1101,Reassignment to other d/c,1978-12-31,1978-12-31
10998,10145,BE,472,Montsevelier,Montsevelier,Municipality,1,1000,First-time registration,1960-01-01,1102,Reassignment to other d/c,1978-12-31,1978-12-31
10999,10145,BE,473,Movelier,Movelier,Municipality,1,1000,First-time registration,1960-01-01,1103,Reassignment to other d/c,1978-12-31,1978-12-31
11000,10145,BE,474,Pleigne,Pleigne,Municipality,1,1000,First-time registration,1960-01-01,1104,Reassignment to other d/c,1978-12-31,1978-12-31
11001,10145,BE,475,Rebeuvelier,Rebeuvelier,Municipality,1,1000,First-time registration,1960-01-01,1105,Reassignment to other d/c,1978-12-31,1978-12-31
11002,10122,BE,705,Rossemaison,Rossemaison,Municipality,1,1000,First-time registration,1960-01-01,1058,Reassignment to other d/c,1975-12-31,1975-12-31
11003,10145,BE,478,Saulcy,Saulcy,Municipality,1,1000,First-time registration,1960-01-01,1107,Reassignment to other d/c,1978-12-31,1978-12-31
11004,10145,BE,479,Soulce,Soulce,Municipality,1,1000,First-time registration,1960-01-01,1108,Reassignment to other d/c,1978-12-31,1978-12-31
11005,10145,BE,465,Courroux,Courroux,Municipality,1,1000,First-time registration,1960-01-01,1094,Reassignment to other d/c,1978-12-31,1978-12-31
11006,10137,SO,2425,Holderbank (SO),Holderbank (SO),Municipality,1,1000,First-time registration,1960-01-01,1525,Change of name (d),1990-12-31,1990-12-31
11007,10147,BE,805,Bonfol,Bonfol,Municipality,1,1000,First-time registration,1960-01-01,1136,Reassignment to other d/c,1978-12-31,1978-12-31
11008,10138,SO,2401,Egerkingen,Egerkingen,Municipality,1,1000,First-time registration,1960-01-01,1513,Change of name (d),1990-12-31,1990-12-31
11009,10138,SO,2402,Härkingen,Härkingen,Municipality,1,1000,First-time registration,1960-01-01,1514,Change of name (d),1990-12-31,1990-12-31
11010,10138,SO,2403,Kestenholz,Kestenholz,Municipality,1,1000,First-time registration,1960-01-01,1515,Change of name (d),1990-12-31,1990-12-31
11011,10138,SO,2404,Neuendorf,Neuendorf,Municipality,1,1000,First-time registration,1960-01-01,1516,Change of name (d),1990-12-31,1990-12-31
11012,10138,SO,2405,Niederbuchsiten,Niederbuchsiten,Municipality,1,1000,First-time registration,1960-01-01,1517,Change of name (d),1990-12-31,1990-12-31
11013,10138,SO,2406,Oberbuchsiten,Oberbuchsiten,Municipality,1,1000,First-time registration,1960-01-01,1518,Change of name (d),1990-12-31,1990-12-31
11014,10138,SO,2407,Oensingen,Oensingen,Municipality,1,1000,First-time registration,1960-01-01,1519,Change of name (d),1990-12-31,1990-12-31
11015,10138,SO,2408,Wolfwil,Wolfwil,Municipality,1,1000,First-time registration,1960-01-01,1520,Change of name (d),1990-12-31,1990-12-31
11016,10137,SO,2421,Aedermannsdorf,Aedermannsdorf,Municipality,1,1000,First-time registration,1960-01-01,1521,Change of name (d),1990-12-31,1990-12-31
11017,10137,SO,2422,Balsthal,Balsthal,Municipality,1,1000,First-time registration,1960-01-01,1522,Change of name (d),1990-12-31,1990-12-31
11018,10147,BE,835,Seleute,Seleute,Municipality,1,1000,First-time registration,1960-01-01,1166,Reassignment to other d/c,1978-12-31,1978-12-31
11019,10137,SO,2424,Herbetswil,Herbetswil,Municipality,1,1000,First-time registration,1960-01-01,1524,Change of name (d),1990-12-31,1990-12-31
11020,10147,BE,834,Saint-Ursanne,Saint-Ursanne,Municipality,1,1000,First-time registration,1960-01-01,1165,Reassignment to other d/c,1978-12-31,1978-12-31
11021,10137,SO,2426,Laupersdorf,Laupersdorf,Municipality,1,1000,First-time registration,1960-01-01,1526,Change of name (d),1990-12-31,1990-12-31
11022,10137,SO,2427,Matzendorf,Matzendorf,Municipality,1,1000,First-time registration,1960-01-01,1527,Change of name (d),1990-12-31,1990-12-31
11023,10137,SO,2428,Mümliswil-Ramiswil,Mümliswil-Ramiswil,Municipality,1,1000,First-time registration,1960-01-01,1528,Change of name (d),1990-12-31,1990-12-31
11024,10137,SO,2429,Welschenrohr,Welschenrohr,Municipality,1,1000,First-time registration,1960-01-01,1529,Change of name (d),1990-12-31,1990-12-31
11025,10051,SO,2511,Aeschi (SO),Aeschi (SO),Municipality,1,1000,First-time registration,1960-01-01,1530,Change of name (d),1990-12-31,1990-12-31
11026,10051,SO,2512,Ammannsegg,Ammannsegg,Municipality,1,1000,First-time registration,1960-01-01,1531,Change of name (d),1990-12-31,1990-12-31
11027,10051,SO,2513,Biberist,Biberist,Municipality,1,1000,First-time registration,1960-01-01,1532,Change of name (d),1990-12-31,1990-12-31
11028,10051,SO,2514,Bolken,Bolken,Municipality,1,1000,First-time registration,1960-01-01,1533,Change of name (d),1990-12-31,1990-12-31
11029,10051,SO,2515,Burgäschi,Burgäschi,Municipality,1,1000,First-time registration,1960-01-01,1534,Change of name (d),1990-12-31,1990-12-31
11030,10051,SO,2516,Deitingen,Deitingen,Municipality,1,1000,First-time registration,1960-01-01,1535,Change of name (d),1990-12-31,1990-12-31
11031,10051,SO,2517,Derendingen,Derendingen,Municipality,1,1000,First-time registration,1960-01-01,1536,Change of name (d),1990-12-31,1990-12-31
11032,10051,SO,2518,Etziken,Etziken,Municipality,1,1000,First-time registration,1960-01-01,1537,Change of name (d),1990-12-31,1990-12-31
11033,10137,SO,2423,Gänsbrunnen,Gänsbrunnen,Municipality,1,1000,First-time registration,1960-01-01,1523,Change of name (d),1990-12-31,1990-12-31
11034,10147,BE,821,Fregiécourt,Fregiécourt,Municipality,1,1000,First-time registration,1960-01-01,1152,Reassignment to other d/c,1978-12-31,1978-12-31
11035,10147,BE,808,Bure,Bure,Municipality,1,1000,First-time registration,1960-01-01,1139,Reassignment to other d/c,1978-12-31,1978-12-31
11036,10147,BE,809,Charmoille,Charmoille,Municipality,1,1000,First-time registration,1960-01-01,1140,Reassignment to other d/c,1978-12-31,1978-12-31
11037,10147,BE,810,Chevenez,Chevenez,Municipality,1,1000,First-time registration,1960-01-01,1141,Reassignment to other d/c,1978-12-31,1978-12-31
